Ticker
IVPU.L
AML.L
COST.L
LABS.L
XAR.L
SSIT.L
PBEE.L
ENQ.L
DWL.L
3IN.L
SEIT.L
WPS.L
DGI9.L
JSGI.L
CCJI.L
HDIV.L
GSEO.L
TIGT.L
IHR.L
PSDL.L
ASLI.L
KIE.L
NCYF.L
ANII.L
TRN.L
HICL.L
FJV.L
AUGM.L
PTEC.L
BGS.L
MNL.L
MMIT.L
FSFL.L
PAC.L
NAS.L
PINT.L
MKS.L
AEWU.L
MGCI.L
UKCM.L
TLW.L
HHI.L
CTPE.L
BGUK.L
OXB.L
EPIC.L
HNE.L
FLTR.L
SAGA.L
JEGI.L
SST.L
JDW.L
BERI.L
MAJE.L
TRIG.L
FCSS.L
NG..L
HFEL.L
AEI.L
GOT.L
JUSC.L
RR..L
IBT.L
IGC.L
KCT.L
BAB.L
HEFT.L
HRI.L
DGN.L
EBOX.L
JARA.L
MCT.L
CGT.L
DLAR.L
SONG.L
WHR.L
LWI.L
SWEF.L
ASC.L
FEV.L
BP..L
GROW.L
MNKS.L
JEMI.L
ABD.L
CTUK.L
RECI.L
DIG.L
ACIC.L
GABI.L
JCH.L
ESCT.L
PCGH.L
QQ..L
BBGI.L
AGT.L
CLDN.L
EGL.L
CTY.L
AAIF.L
VSL.L
GNC.L
BRSA.L
SMIF.L
JII.L
KPC.L
BUT.L
SDP.L
PIN.L
FSV.L
RICA.L
JMG.L
BA..L
SEQI.L
LWDB.L
AUSC.L
LTI.L
PDG.L
FGT.L
DARK.L
USA.L
PSH.L
III.L
UEM.L
STS.L
SEC.L
SCF.L
TMIP.L
SOI.L
SJG.L
SCP.L
PNL.L
MOTR.L
MARS.L
SAIN.L
RIII.L
OIG.L
IPU.L
IAT.L
EDIN.L
GCP.L
HSW.L
FAS.L
BSIF.L
DORE.L
BRFI.L
CHI.L
ATS.L
BNKR.L
BHMG.L
BGEU.L
AJOT.L
AIE.L
ASIT.L
NETW.L
AAS.L
TRST.L
JLEN.L
UU..L
EAT.L
JEDT.L
SHI.L
SUPR.L
MWY.L
IWG.L
SN..L
UKW.L
CVCG.L
NAIT.L
SHED.L
FRAS.L
TMPL.L
API.L
CCL.L
VOF.L
DEC.L
ORIT.L
JMF.L
BRLA.L
ATR.L
BIOG.L
SREI.L
IEM.L
NBMI.L
EWI.L
FXPO.L
GSCT.L
GFTU.L
CYN.L
ATG.L
PCFT.L
AV..L
MTU.L
SSON.L
HINT.L
BT.A.L
WWH.L
RWI.L
RSE.L
JGGI.L
ELM.L
PHLL.L
APAX.L
PHI.L
ICGT.L
BBOX.L
MRCH.L
ENT.L
AO..L
ATST.L
MYI.L
THRL.L
FCIT.L
WTAN.L
MTE.L
ROOF.L
ASL.L
JMI.L
MTRO.L
HGT.L
HSL.L
JAGI.L
DIVI.L
FEML.L
WG..L
JAM.L
INPP.L
BRSC.L
POLN.L
JD..L
NBPE.L
BPT.L
RESI.L
LXI.L
TEM.L
HVPE.L
HTWS.L
CREI.L
ADIG.L
BBH.L
MNP.L
IDS.L
GSF.L
SSPG.L
BASC.L
FSJ.L
BRWM.L
PHAR.L
GYM.L
MUT.L
VIP.L
HL..L
TRY.L
BIPS.L
RCP.L
SMT.L
BCG.L
BRGE.L
BGFD.L
INOV.L
SOHO.L
JCGI.L
MRC.L
EOT.L
NESF.L
THRG.L
TFIF.L
PRSR.L
TW..L
INDV.L
FCH.L
CHRY.L
BGCG.L
OCDO.L
FSF.L
ARR.L
BCPT.L
RTN.L
VID.L
GPE.L
MOON.L
PCT.L
888.L
IAG.L
PODP.L
PRTC.L
ATT.L
SYNC.L
APEO.L
ITH.L
VEIL.L
ASCL.L
RNK.L
SHC.L
CPI.L
MAB.L
SERE.L
CURY.L
OTB.L
CARD.L
MCG.L
PFC.L
WIZZ.L
SYNT.L
HOC.L
VANQ.L
EZJ.L
TUI.L
OIT.L
DLG.L
EDV.L
SDRY.L
RGL.L
PDL.L
WOSG.L
CNE.L
